Channel ID,Username,Public Name,Videos,Relationship,Monetize Uploads,View Revenue,Copyright Strikes,Linked Date,Views,Subscribers
UCBHu7LsKiwiYViR230RtsCA,JoeySalads,JoeySalads,40,OWN_AND_OPERATED,Yes,Yes,0,Fri Feb 07 16:39:14 PST 2014,2251852,84962
UCrgyK8CshzT4ufDd4PxhXvw,youngim0405,ì _ìù€ë°©ì†¡,159,AFFILIATED,Yes,Yes,0,Sat Apr 20 21:09:33 PDT 2013,266239,917
UC7MIMdeRgeK4R-X2Yk-XD8w,GiedriusCesNa,Giedrius ÄŒÄ—sna,12,AFFILIATED,Yes,Yes,0,Thu Jun 13 21:51:56 PDT 2013,1075399,112
UCRprYzp13iewJMSt2mnyacw,mimusu1634,mimusu1634,142,AFFILIATED,Yes,Yes,0,Tue Apr 30 00:06:43 PDT 2013,23988258,31870
UCdCc-kR5gQZXl-3jGwXFRPQ,buch4579,ì_˜ë_„,227,AFFILIATED,Yes,Yes,0,Fri Jun 14 17:52:43 PDT 2013,80005,792
UC_tyNJ7N8Sz0m58SwivD1Kg,oshirinyan,ã‚¿ãƒ_ãƒêãƒªãƒ_ãƒ_ã‚_ã‚¿ãƒ_ã‚´ãƒ_ã‚_ãƒ_,37,AFFILIATED,Yes,Yes,0,Fri Aug 09 10:56:57 PDT 2013,1457977,887
UCNjfk5nuZGeH6lcN_38lusA,JandHProductionsBLOG,Alco Candy,9,OWN_AND_OPERATED,Yes,Yes,0,Tue Mar 26 11:35:09 PDT 2013,220456,2264
UCxtwgxHcyxv2NourHu6o_KA,TheEdwinSanchez,TheEdwinSanchez,5,OWN_AND_OPERATED,Yes,Yes,0,Fri Nov 08 15:40:54 PST 2013,9105,337
UCNqwTvgcm3OVszGpw7rs62Q,My3150EXIT,My3150EXIT,1036,AFFILIATED,Yes,Yes,0,Fri Oct 04 17:34:03 PDT 2013,11652608,5634
UCY0dPiHWvT6ntVTElUehtYA,BADtour100,BADtour100,144,AFFILIATED,Yes,Yes,0,Tue Dec 03 03:52:09 PST 2013,839824,1085
UC7dScj8NeyZdkbDWec79Y2w,DamnDRose,DRose,95,OWN_AND_OPERATED,Yes,Yes,0,Wed Jul 31 15:05:41 PDT 2013,1450553,21426
UCPabjhAhesiH3CJvEnW5NRw,comedianchristv,ComedianChris Williams,69,OWN_AND_OPERATED,Yes,Yes,0,Thu Oct 31 17:49:32 PDT 2013,636795,6630
UCF4ucGph6Jj8rEE1cWZI9Dw,cardMASTERkiyo,Dins Wakabayashi,47,AFFILIATED,Yes,Yes,0,Sat Aug 31 05:46:19 PDT 2013,193404,127
UCgs0LG8BdL2mWpRbC6E5Mjg,,ì‹ ë ˆìù_,341,AFFILIATED,Yes,Yes,0,Mon Aug 12 19:55:41 PDT 2013,772911,3330
UCgurvYBtU7TfTGU_PadGpEQ,Yuyayuya314,Yuyayuya314,205,AFFILIATED,Yes,Yes,0,Sat Dec 28 01:46:50 PST 2013,2782064,2104
UCgSWChG5SPHsjVT-ihrkR4g,HIIRO2344,HIIRO2344,787,AFFILIATED,Yes,Yes,0,Tue Jul 09 02:09:03 PDT 2013,5617578,3052
UC8PQbTFMpejLTfYUecmOU2g,CherryBoomBoomism,Lindsley Allen,46,AFFILIATED,Yes,Yes,0,Fri Apr 05 10:26:50 PDT 2013,9324,59
UC-dYLduDwqjllKNyrdGOoIA,kingedf39,kingedf39,213,AFFILIATED,Yes,Yes,0,Tue Sep 03 02:17:27 PDT 2013,887084,8723
UC84B9_MTkXVxUuDZI8qX1YQ,monkeyy9212,PDëª_ì_€,420,AFFILIATED,Yes,Yes,0,Sun Apr 07 08:35:29 PDT 2013,1771491,9270
UCSF2vv7HFeQHrv1DinGLBLw,XxHASESHINxX,XxHASESHINxX,328,OWN_AND_OPERATED,Yes,Yes,0,Mon Nov 04 23:08:37 PST 2013,12356530,63158
UC17cUHFYTaKBIKzm2l_Oa6Q,SHINKAI1227,æ·±æµ·å†·è”µåº«,354,AFFILIATED,Yes,Yes,0,Sat Jul 20 09:16:37 PDT 2013,637698,612
UCAwGZhM_1ACpyca58Fg5fuA,amymariexox64,Amymarie Gaertner,23,OWN_AND_OPERATED,Yes,Yes,0,Wed Dec 11 12:18:50 PST 2013,5783578,148580
UCXqXeWMN4HiWAiclD_3I8mQ,ECastee,Elton Castee,5,OWN_AND_OPERATED,Yes,Yes,0,Mon Oct 21 11:04:40 PDT 2013,46500,1528
UClyxRhJ7BzdY6eGTE_uuU6A,series1tube,Dylan Sudy,16,AFFILIATED,Yes,Yes,0,Tue May 21 15:29:47 PDT 2013,179758,50
UC-O_N_xA30W1mUtIv9FGEjg,Terexzes,Terexzes,63,OWN_AND_OPERATED,Yes,Yes,0,Sat Apr 13 07:48:22 PDT 2013,1199400,4242
UCc73-JDkKvAZpUlOUzEWLQQ,IAmDSharp,IAmDSharp,39,OWN_AND_OPERATED,Yes,Yes,0,Thu Jan 23 21:34:19 PST 2014,5601118,96146
UCUd_YQmPMnfPjYoAwZyXbPg,Hillexs,Hillexs,16,AFFILIATED,Yes,Yes,0,Mon Mar 11 12:58:13 PDT 2013,33205,679
UCmzj3jJnrEOiIdpZMyCkpoA,sinn1560,Syamu_Game,933,AFFILIATED,Yes,Yes,0,Fri Sep 20 03:46:11 PDT 2013,4907864,2548
UCGRDlvzkbZFnJVHA1bBkIJw,,í—¬ë¡œì»´,494,AFFILIATED,Yes,Yes,0,Thu Feb 27 15:35:15 PST 2014,80955,1609
UCrpVc-QFpjFrVkjIkR_Yhzg,HITOMISIRI0,HITOMISIRI0,373,AFFILIATED,Yes,Yes,0,Tue Sep 17 07:00:32 PDT 2013,1122691,1135
UCbxFyh52LD7Jf9of1bucL3w,AsGameNet,Ascranft,566,AFFILIATED,Yes,Yes,0,Fri Apr 19 04:56:08 PDT 2013,9666740,16399
UCyUMBG35xATpMDr26y4FJ_Q,suserua,suserua,94,AFFILIATED,Yes,Yes,0,Wed Jan 08 03:48:00 PST 2014,332217,1356
UCdsBb_oOsWPMLRzcPBI40KQ,piano9304,piano9304,100,AFFILIATED,Yes,Yes,0,Thu May 16 05:42:03 PDT 2013,1595386,234
UCBe6oypnja5A8m0TpUq_jnw,onlinegame119,onlinegame119,356,AFFILIATED,Yes,Yes,0,Fri Apr 26 23:02:17 PDT 2013,1013882,493
UCKkeM4q4SIofDZXsTYCyndw,taikonorinnda,taikonorinnda,121,AFFILIATED,Yes,Yes,0,Tue Sep 10 23:17:49 PDT 2013,572092,206
UCIxcWR8yXAysQTyRvJQjOhQ,ursemarioteresa,ã€êã‚¸ã‚°ã€‘å‹•ç”»æ›´æ–°ä¸_!(^O^),168,AFFILIATED,Yes,Yes,0,Tue Aug 27 19:18:36 PDT 2013,314821,512
UCTZxVryyL0YaaAiYUqoG1bg,Thinknoodles,Thinknoodles,1,AFFILIATED,Yes,Yes,0,Tue Apr 09 13:37:31 PDT 2013,15902,1191
UCnVGJc42DSoroZneGiAYXag,gi483V2,gi483V2,289,AFFILIATED,Yes,Yes,0,Sun Nov 10 17:49:30 PST 2013,1879772,1502
UCA2h3NOSWdD_AUnHLdA3XKA,sena7329,sena7329,559,OWN_AND_OPERATED,Yes,Yes,0,Tue Apr 30 03:42:18 PDT 2013,25664612,36511
UCnLd7okLt1RjlnB_KMajInw,AAAsinigami,AAAsinigami,19,AFFILIATED,Yes,Yes,0,Tue Oct 08 00:26:56 PDT 2013,1050507,380
UCl86UVTUx8RGqTfMdqSQuXw,MeaganCignoli,Meagan Cignoli,196,OWN_AND_OPERATED,Yes,Yes,0,Wed Jul 03 16:41:50 PDT 2013,106300,518
UC4qFiiG1BOglbdoimNuwWdg,TunesbyJoey,TunesbyJoey,20,OWN_AND_OPERATED,Yes,Yes,0,Tue Sep 03 14:43:09 PDT 2013,311928,11702
UC0aGLmJa21KDM3OCSQA2HqQ,MrBrennanTV,MrBrennanTV,0,OWN_AND_OPERATED,Yes,Yes,0,Mon Oct 28 11:06:14 PDT 2013,1,246
UCjqyAst-JEvgKmdlrhpBzuw,yuluthich,ãƒ_ã‚¥ï_†ãƒ†ã‚£ch / åœŸæ—¥ãÅ¯å‹•ç”»æ_•ç¨¿ãÅ_ä_‘ãÅ¿ãÅ—ãÅ_ãÅ™,220,AFFILIATED,Yes,Yes,0,Tue Sep 24 01:57:52 PDT 2013,504785,606
UCghb_erammZB88mgaNik7zA,pachinkoplayguide,pachinkoplayguide,938,OWN_AND_OPERATED,Yes,Yes,0,Wed Sep 11 17:42:41 PDT 2013,31236949,40698
UCJVm6498Cv7xs9vaYZ_g70g,MHP0420,nodoshin nushi,2,AFFILIATED,Yes,Yes,0,Fri Feb 14 06:28:50 PST 2014,121,1
UCnjXk7nni7lQJKUU8D7cm2A,The7r0LL2,The7r0LL2,24,OWN_AND_OPERATED,Yes,Yes,0,Tue Feb 12 10:53:16 PST 2013,154660,1970
UCsKuhqNPEBzYHGdZj6oC2dg,hjbh104,YF Leader ìœ í‚_,87,AFFILIATED,Yes,Yes,0,Sat Apr 20 00:04:50 PDT 2013,1425560,9106
UCF_EFJr-3JKk2HRAzIvNHIQ,roxas061222,roxas061222,416,AFFILIATED,Yes,Yes,0,Sun Nov 24 02:58:50 PST 2013,2187435,508
UCqELKDiP9Py8-T2SCPM_6eQ,,Jane Rowland,11,OWN_AND_OPERATED,Yes,Yes,0,Tue Apr 23 11:16:11 PDT 2013,3039816,678
UCoj0IRFFwqE8Ol85UeEwZgg,kobahyu,kobahyu,397,AFFILIATED,Yes,Yes,0,Thu Mar 27 00:25:34 PDT 2014,7339237,2437
UCIIXlG-mN3gNEKcHQi88L6w,kusaka1900,kusaka1900,62,AFFILIATED,Yes,Yes,0,Wed Nov 06 05:37:40 PST 2013,24472,112
UCPtepp05mm4CkRC759HwOhg,Nakwonmine,ë‚™ì›ê,181,AFFILIATED,Yes,Yes,0,Mon May 13 20:46:01 PDT 2013,1227500,4600
UCz57yWbjKyXmKCPo78NJB_A,tomi3195,tomi3195,86,AFFILIATED,Yes,Yes,0,Mon Sep 30 00:19:17 PDT 2013,232440,677
UCVUq5xGURUYblyTNGnP2xRQ,j2kk,Jinho Kang,30,OWN_AND_OPERATED,Yes,Yes,0,Thu Apr 11 05:51:31 PDT 2013,9516622,6188
UCqRIdzRaHj6nw-bxvhnCbDw,BonersGames,BonersGames,2622,OWN_AND_OPERATED,Yes,Yes,0,Thu Feb 28 05:59:28 PST 2013,83876776,45155
UCzxcJdgFQ4lyq-IQkMWQ7eg,collab,collab,0,AFFILIATED,Yes,No,0,Mon Jul 01 17:50:45 PDT 2013,0,50
UCUJMsCSghtViJh2qICpLPVw,koji513,koji513,200,AFFILIATED,Yes,Yes,0,Sun Jun 09 20:40:41 PDT 2013,3366308,155
UC6vaCXrrKyHCYAFMO_m8S0A,egriggs,Erik Griggs,25,AFFILIATED,Yes,Yes,0,Mon Jan 13 18:01:24 PST 2014,96628,183
UCWPAn3-rrqJIep3uq4oBFxw,GTAmissions,GTAmissions,1781,OWN_AND_OPERATED,Yes,Yes,0,Tue Feb 26 16:28:27 PST 2013,219192570,144464
UCq0swi2SMEPLzdeVyFx6zVw,GoPotatoTV,GoPotatoTV,90,OWN_AND_OPERATED,Yes,Yes,0,Tue Jul 09 17:47:21 PDT 2013,72503501,148163
UCxtgrA-crHb6o0RE47t-CzA,CODYJOHNS,CODYJOHNS,3,OWN_AND_OPERATED,Yes,Yes,0,Mon Apr 14 14:38:29 PDT 2014,15962,763
UC1ZOAlo-cuROXib4-YL9aMQ,Greenalink,Greenalink,572,OWN_AND_OPERATED,Yes,Yes,0,Sat Mar 16 06:37:36 PDT 2013,9686965,9055
UCBliPQUDirGZ25fUQtB5KBg,Graser8,Graser8,7,AFFILIATED,Yes,Yes,0,Mon May 06 15:32:40 PDT 2013,106846,2975
UCPjJjkAcHumlyKyRv91ohFw,ke94,ke94,30,AFFILIATED,Yes,Yes,0,Thu Sep 19 04:53:51 PDT 2013,2920866,3101
UCQubp91ICvNsh4gdzIKyKkA,ckaikd0021,ã‚«ãƒ_ãƒ‰ã‚_ãƒ_ã‚°ãƒ€ãƒ ,521,OWN_AND_OPERATED,Yes,Yes,0,Mon Jun 10 17:39:39 PDT 2013,220791746,140916
UCJUzuOwZjCAV7W39qanZw9A,superdatsun,superdatsun,1,OWN_AND_OPERATED,Yes,Yes,0,Thu May 23 11:04:14 PDT 2013,3752146,1546
UC2aOyzIW_d4RlZClD31fx8w,brittletube,brittlestar,88,OWN_AND_OPERATED,Yes,Yes,0,Tue Apr 15 07:19:44 PDT 2014,266493,1524
UCaFnJUS9uyysDbZn5fAIT3A,darreniscold666,daz black,129,OWN_AND_OPERATED,Yes,Yes,0,Mon Sep 09 13:06:03 PDT 2013,2417482,32488
UCpZRt_1z7PSSE6PYQnPcKwQ,sugupon2007,sugupon2007(S.O),1653,AFFILIATED,Yes,Yes,0,Tue Jul 02 07:03:52 PDT 2013,2950139,1037
UCwT4QlzPJgiJzLlpdmqnUDw,ZeroApostle4Ever,ZeroApostle4Ever,1532,OWN_AND_OPERATED,Yes,Yes,0,Wed Mar 27 21:38:33 PDT 2013,101942540,16054
UCyVBLM2EtS_Yi9Uw-aBpHMQ,sayhoppy,Sara Hopkins,8,OWN_AND_OPERATED,Yes,Yes,0,Mon Jan 27 18:50:30 PST 2014,17544,748
